ward_no,ward_name,pop,area_km2_x,area_km2_y,lst_mean_earliest_satellite,lst_median_earliest_satellite,lst_max_earliest_satellite,lst_anom_mean_earliest_satellite,lst_anom_max_earliest_satellite,pct_extreme_heat_earliest_satellite,ndvi_mean_earliest_satellite,ndvi_median_earliest_satellite,pct_low_veg_earliest_satellite,mndwi_mean_earliest_satellite,pct_water_earliest_satellite,ndbi_mean_earliest_satellite,valid_obs_earliest_satellite,lst_mean_1990s,lst_median_1990s,lst_max_1990s,lst_anom_mean_1990s,lst_anom_max_1990s,pct_extreme_heat_1990s,ndvi_mean_1990s,ndvi_median_1990s,pct_low_veg_1990s,mndwi_mean_1990s,pct_water_1990s,ndbi_mean_1990s,valid_obs_1990s,lst_mean_present,lst_median_present,lst_max_present,lst_anom_mean_present,lst_anom_max_present,pct_extreme_heat_present,ndvi_mean_present,ndvi_median_present,pct_low_veg_present,mndwi_mean_present,pct_water_present,ndbi_mean_present,valid_obs_present,water_area_km2_present,lst_change_early_to_present,lst_change_1995_to_present,ndvi_change_early_to_present,ndvi_change_1995_to_present,water_change_early_to_present,water_change_1995_to_present,ndbi_change_early_to_present,veg_loss_early_to_present,water_loss_early_to_present,rank_hottest_now,rank_heat_increase,rank_veg_loss,rank_water_loss,rank_builtup_increase,combined_score,rank_combined,vulnerability,valid_pct_present,flag_small_ward,flag_low_data_present,flag_no_early_data,data_quality,lst_gain_1995_raw,present_lst_anomaly_raw,ndvi_loss_1995_raw,water_decline_1995_raw,ndbi_gain_1995_raw,lst_gain_1995_z,lst_gain_1995,present_lst_anomaly_z,present_lst_anomaly,ndvi_loss_1995_z,ndvi_loss_1995,water_decline_1995_z,water_decline_1995,ndbi_gain_1995_z,ndbi_gain_1995,ecological_stress_index,ecological_stress_rank,ecological_stress_category
2.0,Chowdeswari Ward,19626.0,7.06,7.675,37.89,37.92,43.02,0.55,5.68,3.4,0.254,0.238,31.4,-0.429,0.0,0.078,5.3,34.97,34.6,41.36,-0.2,6.19,3.9,0.315,0.31,5.8,-0.419,0.0,0.032,4.2,38.07,38.03,44.91,-0.45,6.38,2.7,0.394,0.388,8.4,-0.393,1.65,-0.059,27.5,0.127,0.11,3.43,0.14,0.079,1.65,1.65,-0.137,-0.14,-1.65,128,168,182,189,170,-0.981,187,Low,92.0,False,False,False,ok,3.43,-0.45,-0.079,-1.65,-0.091,-0.032241694881149766,0.48737373737373735,-0.3655966858341002,0.35858585858585856,-1.0523417072923378,0.11616161616161616,-1.0784676453868116,0.06565656565656566,-1.4853038187298808,0.09090909090909091,-0.6778259067071364,172,Lower relative stress
3.0,Atturu,24020.0,10.15,9.901,38.54,38.76,43.38,1.2,6.04,2.8,0.222,0.193,53.9,-0.445,0.01,0.113,5.2,34.94,34.42,44.93,-0.24,9.76,11.0,0.285,0.277,12.2,-0.435,0.02,0.063,3.9,39.16,39.36,45.85,0.64,7.32,3.6,0.323,0.297,12.5,-0.38,1.56,-0.015,27.0,0.154,0.6,4.94,0.101,0.038,1.55,1.54,-0.128,-0.101,-1.55,50,151,140,187,163,-0.375,140,Moderate,91.0,False,False,False,ok,4.94,0.64,-0.038,-1.54,-0.078,0.8529393827649595,0.7777777777777778,0.7261851978896511,0.7525252525252525,-0.09354148509265217,0.4797979797979798,-1.0065698023610243,0.0707070707070707,-1.1029483802449611,0.1717171717171717,0.06598282999798982,87,Lower relative stress
4.0,Yelahanka Satellite Town,25782.0,4.9,4.905,38.24,38.5,43.8,0.9,6.46,6.2,0.232,0.2,50.0,-0.441,0.13,0.096,5.0,35.13,35.04,42.02,-0.04,6.85,3.8,0.294,0.272,11.6,-0.42,0.0,0.04,4.7,37.52,37.4,44.54,-1.01,6.01,1.3,0.362,0.35,8.9,-0.362,2.46,-0.063,27.4,0.121,-1.1,2.36,0.13,0.068,2.33,2.46,-0.159,-0.13,-2.33,164,192,175,192,190,-1.466,196,Low,92.0,False,False,False,ok,2.36,-1.01,-0.068,-2.46,-0.10300000000000001,-0.6594892134780618,0.2297979797979798,-0.9265121490316238,0.17676767676767677,-0.7951026232875441,0.18686868686868688,-1.6078972167585193,0.05555555555555555,-1.8382473004082684,0.04040404040404041,-1.0590913960822703,193,Lower relative stress
51.0,Vijnanapura,35087.0,2.05,2.054,37.65,37.69,41.36,0.31,4.03,0.0,0.163,0.16,84.1,-0.371,1.1,0.112,5.7,38.16,38.34,42.96,2.98,7.78,29.7,0.221,0.217,34.2,-0.364,0.09,0.066,3.5,39.2,39.05,44.0,0.67,5.47,1.4,0.261,0.226,35.2,-0.32,0.0,0.003,28.8,0.0,1.36,0.71,0.098,0.04,-1.1,-0.09,-0.109,-0.098,1.1,46,123,133,9,137,0.155,79,High,97.0,False,False,False,ok,0.71,0.67,-0.04,0.09,-0.063,-1.6267400599125519,0.050505050505050504,0.756234240560947,0.7727272727272727,-0.14031222763897833,0.44191919191919193,0.05882550793018973,0.8939393939393939,-0.6617690281469766,0.2878787878787879,-0.4552791434218898,157,Heat + water decline
53.0,Basavanapura,22012.0,6.28,6.439,39.11,39.44,43.43,1.77,6.09,7.5,0.186,0.174,70.1,-0.424,0.04,0.136,4.3,37.98,38.41,44.67,2.81,9.49,35.6,0.249,0.25,17.5,-0.385,4.23,0.065,4.3,38.54,38.94,42.86,0.02,4.34,0.2,0.274,0.238,31.0,-0.314,3.35,-0.016,28.9,0.216,-0.5,0.53,0.088,0.025,3.31,-0.88,-0.152,-0.088,-3.31,94,182,115,195,186,-0.958,186,Low,97.0,False,False,False,ok,0.53,0.02,-0.025,0.88,-0.081,-1.7322583340690416,0.03787878787878788,0.10517164934953567,0.5303030303030303,0.21046834145846757,0.5808080808080808,0.5751827442062996,0.9494949494949495,-1.191184250664558,0.16161616161616163,-0.5489497280278506,162,Ecological loss signal
54.0,Hudi,20700.0,15.3,15.408,38.26,38.37,45.38,0.93,8.05,5.9,0.218,0.193,54.0,-0.433,0.0,0.108,5.0,37.66,37.6,47.13,2.49,11.96,30.0,0.269,0.256,13.6,-0.415,0.48,0.066,4.3,39.16,39.19,44.32,0.64,5.79,1.9,0.303,0.289,17.6,-0.37,0.91,0.003,28.7,0.14,0.82,1.59,0.085,0.034,0.91,0.43,-0.105,-0.085,-0.91,50,143,110,183,131,-0.163,117,Moderate,96.0,False,False,False,ok,1.59,0.64,-0.034,-0.43,-0.063,-1.110872941814157,0.12626262626262627,0.7261851978896511,0.7525252525252525,0.0,0.5075757575757576,-0.28105520455535093,0.13383838383838384,-0.6617690281469766,0.2878787878787879,-0.329448477871666,144,Lower relative stress
55.0,Devasandra,22057.0,3.52,3.461,37.68,37.72,43.06,0.34,5.73,0.9,0.213,0.197,52.6,-0.365,0.0,0.072,5.4,37.62,37.63,42.72,2.45,7.54,21.1,0.282,0.27,14.0,-0.358,0.05,0.015,4.3,38.32,38.49,45.57,-0.21,7.04,1.8,0.362,0.327,19.7,-0.358,0.49,-0.045,29.8,0.017,0.77,0.86,0.149,0.08,0.49,0.44,-0.117,-0.149,-0.49,105,146,187,174,148,-0.658,171,Low,100.0,False,False,False,ok,0.86,-0.21,-0.08,-0.44,-0.06,-1.5388081647821437,0.06060606060606061,-0.12520434446373294,0.4696969696969697,-1.0757270785655009,0.10353535353535354,-0.2875913721031498,0.12373737373737374,-0.5735331577273797,0.3333333333333333,-0.8309974135150692,186,Lower relative stress
56.0,A Narayanapura,29420.0,2.15,2.143,36.38,36.28,41.08,-0.95,3.75,0.0,0.216,0.19,56.5,-0.36,1.97,0.062,5.4,37.22,37.26,43.47,2.05,8.29,14.5,0.27,0.242,20.2,-0.355,0.54,0.016,4.0,39.32,39.26,42.81,0.8,4.28,0.1,0.241,0.218,41.9,-0.303,1.89,0.009,26.5,0.041,2.98,2.0,0.025,-0.029,-0.08,1.35,-0.053,-0.025,0.08,39,27,28,23,38,0.854,19,Severe,89.0,False,False,False,ok,2.0,0.8,0.029,-1.35,-0.007000000000000001,-0.8705257617910414,0.18686868686868688,0.8864467588032292,0.8106060606060606,1.473278390209273,0.9217171717171717,-0.882382618952846,0.07575757575757576,0.9853005530188319,0.8939393939393939,0.22622499137508598,67,Extreme combined stress
81.0,Vijnana Nagar,24757.0,5.73,5.744,38.18,38.35,43.51,0.85,6.17,0.9,0.213,0.198,51.1,-0.418,0.49,0.103,5.2,36.61,37.01,45.38,1.44,10.2,16.4,0.284,0.275,6.3,-0.406,0.93,0.048,3.8,38.14,38.31,43.99,-0.39,5.46,0.2,0.302,0.264,29.9,-0.328,1.33,-0.027,26.1,0.076,-0.04,1.3,0.089,0.018,0.84,0.4,-0.13,-0.089,-0.84,119,172,116,182,166,-0.657,170,Low,88.0,False,False,False,ok,1.3,-0.39,-0.018,-0.4,-0.075,-1.2808746057329463,0.09848484848484848,-0.30549860049150845,0.4015151515151515,0.3741659403706091,0.6540404040404041,-0.26144670191195435,0.1414141414141414,-1.014712509825364,0.19696969696969696,-0.5619527955046615,163,Lower relative stress
87.0,HAL Airport,33066.0,6.8,6.821,37.37,37.32,44.59,0.03,7.25,2.0,0.236,0.219,40.1,-0.393,0.0,0.079,5.1,36.85,36.67,45.19,1.67,10.01,16.7,0.28,0.272,20.4,-0.38,0.0,0.038,4.0,39.89,39.79,46.47,1.37,7.94,25.2,0.371,0.358,15.7,-0.4,0.0,-0.016,27.8,0.0,2.47,3.12,0.135,0.091,0.0,0.0,-0.095,-0.135,-0.0,16,60,180,27,111,0.307,63,High,93.0,False,False,False,ok,3.12,1.37,-0.091,-0.0,-0.054,-0.2139676114839934,0.4116161616161616,1.4573785695578516,0.9242424242424242,-1.3329661625702944,0.07323232323232323,-0.0,0.5606060606060606,-0.3970614168881859,0.3813131313131313,-0.09886701458091446,109,Lower relative stress
10.0,Dodda Bommasandra,21640.0,4.2,4.232,35.96,36.42,45.8,-1.38,8.46,3.3,0.239,0.229,36.2,-0.341,6.87,0.019,5.9,30.23,29.99,41.37,-4.94,6.2,0.3,0.338,0.336,2.3,-0.378,0.0,-0.019,3.9,36.41,36.71,44.35,-2.12,5.82,1.3,0.405,0.382,11.8,-0.336,6.02,-0.109,27.2,0.255,0.29,6.72,0.166,0.067,-0.85,6.02,-0.128,-0.166,0.85,195,163,191,10,163,-1.19,191,Low,91.0,False,False,False,ok,6.72,-2.12,-0.067,-6.02,-0.09,1.8963978716458032,0.9797979797979798,-2.0383267278695723,0.017676767676767676,-0.771717252014381,0.1919191919191919,-3.0,0.020202020202020204,-1.4558918619233485,0.10858585858585859,-0.661473213771552,171,Lower relative stress
11.0,Kuvempu Nagar,25295.0,7.59,7.543,37.23,37.56,42.37,-0.11,5.04,1.9,0.272,0.229,35.0,-0.431,0.0,0.06,5.9,29.85,29.88,35.47,-5.32,0.29,0.0,0.332,0.315,3.8,-0.424,0.0,0.01,4.0,36.86,37.06,44.05,-1.67,5.52,0.3,0.447,0.454,4.0,-0.416,0.29,-0.083,27.4,0.022,-0.5,7.18,0.175,0.115,0.29,0.29,-0.143,-0.175,-0.29,187,182,194,170,176,-1.461,195,Low,92.0,False,False,False,ok,7.18,-1.67,-0.115,-0.29,-0.093,2.1660556833790547,0.98989898989899,-1.5875910878001338,0.05808080808080808,-1.894215073126208,0.03535353535353535,-0.1895488588861669,0.15656565656565657,-1.5441277323429454,0.07575757575757576,-0.3065960158559189,141,Lower relative stress
5.0,Jakkuru,20964.0,23.96,24.212,38.43,38.61,46.52,1.1,9.18,10.9,0.247,0.227,39.6,-0.428,0.53,0.075,5.2,34.85,34.63,43.75,-0.33,8.57,5.3,0.275,0.262,15.6,-0.428,0.02,0.071,4.9,39.02,39.28,45.2,0.5,6.67,2.3,0.33,0.317,10.7,-0.377,2.78,-0.017,26.7,0.673,0.67,4.65,0.083,0.055,2.25,2.76,-0.092,-0.083,-2.25,60,150,108,190,103,-0.384,144,Moderate,90.0,False,False,False,ok,4.65,0.5,-0.055,-2.76,-0.088,0.6829377188461704,0.7272727272727273,0.5859563320902701,0.702020202020202,-0.49109279673642425,0.2777777777777778,-1.803982243192485,0.050505050505050504,-1.397067948310284,0.12878787878787878,-0.256303506000795,131,Lower relative stress
6.0,Thanisandra,20402.0,9.97,10.107,38.05,38.72,46.92,0.71,9.58,10.0,0.239,0.204,47.8,-0.422,0.24,0.08,5.6,34.23,34.65,40.8,-0.95,5.63,0.4,0.28,0.249,15.5,-0.412,0.0,0.054,4.9,39.4,39.66,43.81,0.88,5.28,1.8,0.279,0.266,21.8,-0.332,3.13,-0.009,26.5,0.316,0.94,5.01,0.04,-0.001,2.89,3.13,-0.089,-0.04,-2.89,35,139,44,193,92,-0.079,106,Moderate,89.0,False,False,False,ok,5.01,0.88,0.001,-3.13,-0.063,0.8939742671591497,0.7929292929292929,0.9665775392600183,0.8282828282828283,0.8184879945607072,0.8005050505050505,-2.045820442461043,0.04040404040404041,-0.6617690281469766,0.2878787878787879,0.21906696632068723,69,Heat + vegetation loss
7.0,Byatarayanapura,31400.0,9.6,9.582,37.61,38.11,46.69,0.27,9.35,16.5,0.256,0.211,46.3,-0.411,2.03,0.058,5.5,32.49,32.45,43.35,-2.68,8.18,0.9,0.301,0.267,14.5,-0.387,1.77,0.012,4.3,38.47,38.51,46.01,-0.06,7.48,3.5,0.32,0.3,17.7,-0.357,1.87,-0.027,25.4,0.179,0.4,6.06,0.064,0.019,-0.16,0.1,-0.085,-0.064,0.16,98,160,71,18,87,-0.218,125,Moderate,85.0,False,False,False,ok,6.06,-0.06,-0.019,-0.1,-0.039,1.509497533072007,0.9343434343434344,0.025040868892746582,0.5075757575757576,0.350780569097446,0.6414141414141414,-0.06536167547798859,0.20707070707070707,0.04411793520979848,0.5227272727272727,0.5248269864794121,33,Lower relative stress
8.0,Kodigehalli,21635.0,3.81,3.841,34.79,35.79,42.41,-2.54,5.07,3.1,0.315,0.272,28.8,-0.337,9.6,-0.043,5.8,30.47,30.69,35.38,-4.71,0.2,0.0,0.344,0.317,6.3,-0.341,5.18,-0.055,4.1,36.55,37.3,40.54,-1.98,2.01,0.0,0.311,0.291,18.5,-0.284,9.06,-0.069,24.6,0.348,1.51,6.61,-0.004,-0.033,-0.54,3.88,-0.026,0.004,0.54,192,113,10,13,10,-0.027,103,Moderate,83.0,False,False,False,ok,6.61,-1.98,0.033,-3.88,-0.014000000000000005,1.831914481883504,0.9646464646464646,-1.8980978620701914,0.03282828282828283,1.5668198753019251,0.946969696969697,-2.536033008545957,0.030303030303030304,0.7794168553731057,0.8232323232323232,0.2198263242354702,68,Extreme combined stress
9.0,Vidyaranyapura,23136.0,9.79,9.998,37.84,38.19,43.67,0.5,6.33,5.2,0.238,0.214,46.1,-0.442,0.01,0.099,5.4,31.38,31.27,40.91,-3.8,5.73,0.3,0.307,0.303,9.3,-0.432,0.0,0.042,4.2,37.69,37.6,45.72,-0.84,7.19,1.3,0.379,0.357,5.7,-0.408,0.05,-0.042,27.4,0.005,-0.59,6.33,0.141,0.072,0.04,0.05,-0.141,-0.141,-0.04,155,185,184,152,175,-1.078,190,Low,92.0,False,False,False,ok,6.33,-0.84,-0.072,-0.05,-0.084,1.667774944306742,0.952020202020202,-0.756234240560947,0.21717171717171718,-0.8886441083801961,0.15404040404040403,-0.032680837738994294,0.23484848484848486,-1.279420121084155,0.15151515151515152,-0.025458330319678396,101,Lower relative stress
130.0,Ullalu,20332.0,8.92,8.967,40.46,40.84,44.97,3.12,7.63,37.0,0.237,0.208,42.7,-0.495,0.0,0.147,5.3,36.92,37.23,41.96,1.75,6.78,20.2,0.275,0.254,8.7,-0.475,0.19,0.107,3.8,39.19,39.07,43.88,0.66,5.36,1.1,0.346,0.338,4.6,-0.395,0.04,-0.01,26.7,0.004,-1.77,1.84,0.109,0.071,0.04,-0.15,-0.157,-0.109,-0.04,47,197,155,152,188,-0.851,181,Low,90.0,False,False,False,ok,1.84,0.66,-0.071,0.15,-0.11699999999999999,-0.9643197832634767,0.15151515151515152,0.7462178930038483,0.7676767676767676,-0.865258737107033,0.16666666666666666,0.09804251321698289,0.9090909090909091,-2.2500146956997202,0.015151515151515152,-0.6358999311720905,169,Heat + water decline
159.0,Kengeri,24870.0,4.77,4.9,38.68,39.33,44.6,1.34,7.27,23.5,0.281,0.235,26.1,-0.452,0.0,0.082,5.3,36.93,37.04,43.66,1.76,8.48,24.9,0.307,0.276,12.4,-0.441,0.0,0.053,4.3,39.88,39.86,44.41,1.35,5.89,5.9,0.35,0.342,6.1,-0.397,0.0,-0.005,26.1,0.0,0.53,2.82,0.069,0.043,0.0,0.0,-0.087,-0.069,-0.0,18,155,78,27,88,0.125,81,High,88.0,False,False,False,ok,2.82,1.35,-0.043,-0.0,-0.057999999999999996,-0.38983140174480996,0.33585858585858586,1.4373458744436542,0.9116161616161617,-0.2104683414584674,0.40404040404040403,-0.0,0.5606060606060606,-0.5147092441143151,0.35353535353535354,0.05121969945644715,89,Lower relative stress
40.0,Dodda Bidarakallu,19349.0,12.7,13.091,40.32,40.67,44.45,2.98,7.11,32.8,0.221,0.193,56.5,-0.486,0.0,0.145,5.8,33.69,33.76,38.66,-1.48,3.49,0.0,0.286,0.267,5.8,-0.458,0.09,0.088,5.2,40.17,40.09,46.79,1.64,8.26,4.9,0.293,0.277,14.0,-0.391,0.06,0.026,27.2,0.008,-0.58,6.33,0.072,0.007,0.06,-0.03,-0.119,-0.072,-0.06,10,184,88,155,150,-0.113,110,Moderate,91.0,False,False,False,ok,6.33,1.64,-0.007,0.03,-0.062,1.667774944306742,0.952020202020202,1.7278199535995145,0.9545454545454546,0.6314050243754027,0.7247474747474747,0.019608502643396575,0.8787878787878788,-0.6323570713404443,0.31565656565656564,0.8802651935824488,14,Heat + water decline
72.0,Herohalli,19668.0,7.7,7.779,40.54,40.87,44.82,3.2,7.49,34.5,0.227,0.2,50.0,-0.489,0.14,0.149,5.2,33.62,33.98,38.96,-1.56,3.79,0.0,0.282,0.265,6.5,-0.445,2.37,0.083,4.8,39.32,39.37,45.61,0.79,7.08,2.3,0.295,0.276,19.0,-0.365,1.18,0.006,26.2,0.092,-1.5,5.39,0.068,0.013,1.04,-1.19,-0.143,-0.068,-1.04,39,196,76,184,176,-0.661,172,Low,88.0,False,False,False,ok,5.39,0.79,-0.013,1.19,-0.077,1.1167350681561838,0.8535353535353535,0.8764304112461306,0.803030303030303,0.4910927967364244,0.7070707070707071,0.7778039381880641,0.9595959595959596,-1.0735364234384288,0.18686868686868688,0.5641652892558114,30,Heat + water decline
16.0,Jalahalli,29037.0,5.16,5.158,38.03,37.86,45.81,0.69,8.47,12.5,0.236,0.218,42.2,-0.404,0.0,0.071,5.9,32.34,31.99,41.11,-2.84,5.94,0.8,0.328,0.325,4.0,-0.398,0.0,-0.001,4.3,36.75,36.51,44.19,-1.78,5.67,0.3,0.462,0.488,4.7,-0.418,0.0,-0.09,26.0,0.0,-1.35,4.52,0.226,0.134,0.0,0.0,-0.161,-0.226,-0.0,190,193,198,27,191,-1.93,198,Low,87.0,False,False,False,ok,4.52,-1.78,-0.134,-0.0,-0.089,0.6067300763998161,0.6944444444444444,-1.6977709109282189,0.045454545454545456,-2.3385371273163065,0.010101010101010102,-0.0,0.5606060606060606,-1.4264799051168162,0.11868686868686869,-0.8392145704964827,187,Lower relative stress
160.0,Rajarajeshwari Nagar,23282.0,11.35,11.43,36.84,38.04,43.02,-0.5,5.68,2.8,0.309,0.24,28.0,-0.44,0.11,0.045,5.4,34.1,33.88,45.0,-1.07,9.83,6.8,0.342,0.296,4.4,-0.395,0.02,-0.01,4.0,38.34,38.23,44.08,-0.19,5.55,0.7,0.347,0.334,8.4,-0.371,0.01,-0.033,25.5,0.001,0.19,4.35,0.038,0.005,-0.1,-0.01,-0.078,-0.038,0.1,103,165,41,21,76,-0.183,119,Moderate,86.0,False,False,False,ok,4.35,-0.19,-0.005,0.01,-0.023,0.5070739285853535,0.6616161616161617,-0.10517164934953568,0.48484848484848486,0.6781757669217288,0.7575757575757576,0.006536167547798859,0.8686868686868687,0.5147092441143152,0.7449494949494949,0.34490981383936176,55,Ecological loss signal
17.0,J P Park,35174.0,2.05,2.049,36.02,36.0,40.24,-1.32,2.9,0.0,0.285,0.248,24.3,-0.37,0.75,0.012,5.8,30.6,30.72,35.1,-4.57,-0.07,0.0,0.33,0.317,4.0,-0.359,0.75,-0.041,3.4,38.04,38.11,41.88,-0.49,3.35,0.0,0.287,0.253,25.7,-0.333,0.0,-0.02,25.4,0.0,2.11,7.39,0.002,-0.043,-0.75,-0.75,-0.032,-0.002,0.75,134,82,13,12,15,0.497,44,Severe,85.0,False,False,False,ok,7.39,-0.49,0.043,0.75,0.021,2.2891603365616264,0.9949494949494949,-0.40566207606249477,0.3282828282828283,1.8006735880335556,0.9772727272727273,0.4902125660849144,0.9393939393939394,1.8088353436017361,0.9747474747474747,1.3106075898156977,1,Extreme combined stress
37.0,Yeshwanthpura,35972.0,0.78,0.777,37.12,36.43,41.7,-0.21,4.36,0.5,0.194,0.18,63.9,-0.356,0.0,0.077,5.1,33.31,33.48,37.06,-1.86,1.88,0.0,0.255,0.24,20.5,-0.351,0.0,0.026,3.9,38.93,38.92,41.77,0.41,3.24,0.0,0.238,0.203,47.9,-0.322,0.0,0.022,25.9,0.0,2.49,5.44,0.044,-0.017,0.0,0.0,-0.055,-0.044,-0.0,64,58,48,27,41,0.525,41,Severe,87.0,True,False,False,small-ward,5.44,0.41,0.017,-0.0,-0.004,1.1460456998663202,0.8636363636363636,0.49580920407638246,0.6818181818181818,1.192653934931316,0.8686868686868687,-0.0,0.5606060606060606,1.073536423438429,0.9015151515151515,0.8425368012772002,18,Extreme combined stress
38.0,HMT Ward,29764.0,5.21,5.248,38.31,38.37,43.83,0.97,6.49,1.8,0.211,0.195,53.9,-0.375,0.0,0.078,5.3,34.18,34.21,39.26,-0.99,4.08,0.0,0.285,0.276,10.1,-0.369,0.0,0.017,3.9,38.88,39.14,44.68,0.35,6.15,0.5,0.33,0.308,19.1,-0.357,0.02,-0.018,26.3,0.001,0.77,4.93,0.119,0.045,0.02,0.02,-0.096,-0.119,-0.02,67,146,168,149,116,-0.314,135,Moderate,88.0,False,False,False,ok,4.93,0.35,-0.045,-0.02,-0.035,0.847077256422932,0.7727272727272727,0.4357111187337906,0.6565656565656566,-0.25723908400479356,0.39141414141414144,-0.013072335095597718,0.255050505050505,0.16176576243592755,0.5732323232323232,0.3121215979737284,60,Lower relative stress
42.0,Lakshmi Devi Nagar,25578.0,1.33,1.496,38.86,38.83,42.23,1.52,4.89,2.6,0.2,0.187,64.3,-0.42,0.0,0.123,5.2,34.53,34.36,39.19,-0.64,4.02,0.2,0.27,0.266,12.0,-0.393,0.0,0.047,4.2,39.09,39.22,44.63,0.56,6.1,1.2,0.287,0.245,25.3,-0.339,0.0,0.003,26.7,0.0,0.39,4.86,0.087,0.017,0.0,0.0,-0.12,-0.087,-0.0,56,161,113,27,152,-0.199,122,Moderate,90.0,False,False,False,ok,4.86,0.56,-0.017,-0.0,-0.044,0.8060423720287418,0.7626262626262627,0.646054417432862,0.7171717171717171,0.39755131164377205,0.6691919191919192,-0.0,0.5606060606060606,-0.10294184882286292,0.4671717171717172,0.43509258010051993,47,Lower relative stress
69.0,Laggere,25370.0,1.58,1.57,40.22,40.17,44.0,2.89,6.67,20.6,0.184,0.178,85.9,-0.47,0.0,0.174,5.5,34.86,35.19,41.23,-0.32,6.06,3.0,0.245,0.242,9.8,-0.452,0.0,0.117,3.9,39.25,39.2,42.55,0.72,4.03,0.1,0.225,0.216,36.5,-0.304,0.0,0.023,26.2,0.0,-0.97,4.01,0.041,-0.02,0.0,0.0,-0.151,-0.041,-0.0,42,190,45,27,185,-0.284,133,Moderate,88.0,False,False,False,ok,4.01,0.72,0.02,-0.0,-0.094,0.3077616329564284,0.6161616161616161,0.8063159783464401,0.7904040404040404,1.2628100487508054,0.8863636363636364,-0.0,0.5606060606060606,-1.5735396891494777,0.0707070707070707,0.270122741933956,61,Heat + vegetation loss
73.0,Kottegepalya,29100.0,5.84,5.863,40.38,40.62,44.24,3.05,6.91,26.8,0.209,0.194,57.4,-0.476,0.15,0.156,5.2,35.59,35.34,42.95,0.41,7.77,6.8,0.265,0.256,9.2,-0.455,0.2,0.105,3.7,39.13,39.15,44.89,0.6,6.37,1.8,0.298,0.273,20.9,-0.343,0.03,-0.01,25.3,0.002,-1.47,3.81,0.089,0.033,-0.12,-0.17,-0.166,-0.089,0.12,54,195,116,19,194,-0.669,173,Low,85.0,False,False,False,ok,3.81,0.6,-0.033,0.17,-0.11499999999999999,0.19051910611588427,0.5808080808080808,0.6861198076612565,0.7323232323232324,0.02338537127316308,0.5227272727272727,0.11111484831258062,0.9191919191919192,-2.1911907820866556,0.020202020202020204,-0.11295462244446206,113,Ecological loss signal
12.0,Shettihalli,28309.0,8.97,9.099,38.81,38.98,43.22,1.47,5.88,5.0,0.238,0.214,40.6,-0.45,0.0,0.104,6.0,31.28,30.97,40.91,-3.9,5.73,0.1,0.32,0.311,2.3,-0.424,0.0,0.027,4.3,38.72,38.95,44.61,0.19,6.08,1.9,0.355,0.324,7.2,-0.402,0.0,-0.018,26.3,0.0,-0.03,7.98,0.117,0.035,0.0,0.0,-0.122,-0.117,-0.0,79,171,165,27,156,-0.55,162,Low,88.0,False,False,False,ok,7.98,0.19,-0.035,-0.0,-0.045,2.635025790741232,1.0,0.2754495578202125,0.6060606060606061,-0.02338537127316308,0.49242424242424243,-0.0,0.5606060606060606,-0.13235380562939525,0.45202020202020204,0.8210675036873704,19,Lower relative stress
13.0,Mallasandra,26253.0,1.31,1.315,39.0,39.26,41.78,1.66,4.45,0.2,0.192,0.182,75.2,-0.445,0.07,0.141,6.0,33.15,32.95,36.89,-2.02,1.71,0.0,0.265,0.258,6.3,-0.418,0.0,0.073,4.4,38.89,38.78,42.4,0.36,3.87,0.0,0.269,0.236,32.7,-0.345,0.0,0.014,27.4,0.0,-0.48,5.83,0.077,0.004,-0.07,0.0,-0.127,-0.077,0.07,66,181,95,24,162,-0.418,149,Low,92.0,False,False,False,ok,5.83,0.36,-0.004,-0.0,-0.059,1.3746686272053814,0.9040404040404041,0.4457274662908892,0.6691919191919192,0.7015611381948919,0.7752525252525253,-0.0,0.5606060606060606,-0.5441212009208474,0.3434343434343434,0.5602401289206436,31,Heat + vegetation loss
14.0,Bagalakunte,28306.0,4.43,4.425,39.42,39.58,42.77,2.08,5.43,6.2,0.224,0.199,50.8,-0.472,0.0,0.136,6.0,35.4,35.51,39.67,0.22,4.49,0.1,0.282,0.267,4.7,-0.447,0.0,0.077,4.3,38.76,38.72,44.6,0.24,6.07,0.6,0.302,0.279,16.6,-0.355,0.0,-0.01,26.8,0.0,-0.86,3.21,0.078,0.02,0.0,0.0,-0.146,-0.078,-0.0,75,188,99,27,182,-0.56,165,Low,90.0,False,False,False,ok,3.21,0.24,-0.02,-0.0,-0.087,-0.16120847440574856,0.43434343434343436,0.3255312956057056,0.6262626262626263,0.3273951978242829,0.6237373737373737,-0.0,0.5606060606060606,-1.3676559915037516,0.13636363636363635,-0.12292564236128958,114,Lower relative stress
