ward_no,ward_name,pop,area_km2_x,area_km2_y,lst_mean_earliest_satellite,lst_median_earliest_satellite,lst_max_earliest_satellite,lst_anom_mean_earliest_satellite,lst_anom_max_earliest_satellite,pct_extreme_heat_earliest_satellite,ndvi_mean_earliest_satellite,ndvi_median_earliest_satellite,pct_low_veg_earliest_satellite,mndwi_mean_earliest_satellite,pct_water_earliest_satellite,ndbi_mean_earliest_satellite,valid_obs_earliest_satellite,lst_mean_1990s,lst_median_1990s,lst_max_1990s,lst_anom_mean_1990s,lst_anom_max_1990s,pct_extreme_heat_1990s,ndvi_mean_1990s,ndvi_median_1990s,pct_low_veg_1990s,mndwi_mean_1990s,pct_water_1990s,ndbi_mean_1990s,valid_obs_1990s,lst_mean_present,lst_median_present,lst_max_present,lst_anom_mean_present,lst_anom_max_present,pct_extreme_heat_present,ndvi_mean_present,ndvi_median_present,pct_low_veg_present,mndwi_mean_present,pct_water_present,ndbi_mean_present,valid_obs_present,water_area_km2_present,lst_change_early_to_present,lst_change_1995_to_present,ndvi_change_early_to_present,ndvi_change_1995_to_present,water_change_early_to_present,water_change_1995_to_present,ndbi_change_early_to_present,veg_loss_early_to_present,water_loss_early_to_present,rank_hottest_now,rank_heat_increase,rank_veg_loss,rank_water_loss,rank_builtup_increase,combined_score,rank_combined,vulnerability,valid_pct_present,flag_small_ward,flag_low_data_present,flag_no_early_data,data_quality,lst_gain_1995_raw,present_lst_anomaly_raw,ndvi_loss_1995_raw,water_decline_1995_raw,ndbi_gain_1995_raw,lst_gain_1995_z,lst_gain_1995,present_lst_anomaly_z,present_lst_anomaly,ndvi_loss_1995_z,ndvi_loss_1995,water_decline_1995_z,water_decline_1995,ndbi_gain_1995_z,ndbi_gain_1995,ecological_stress_index,ecological_stress_rank,ecological_stress_category
129.0,Jnana Bharathi ward,25889.0,12.19,12.236,40.27,40.39,45.98,2.93,8.65,27.8,0.231,0.212,36.3,-0.479,0.0,0.146,5.4,35.09,35.28,41.11,-0.08,5.93,1.1,0.286,0.273,3.2,-0.457,0.01,0.092,4.0,38.06,38.02,44.94,-0.47,6.41,1.5,0.372,0.347,9.3,-0.391,0.0,-0.03,25.7,0.0,-2.37,2.74,0.141,0.086,0.0,-0.01,-0.176,-0.141,-0.0,130,198,184,27,196,-1.444,194,Low,86.0,False,False,False,ok,2.74,-0.47,-0.086,0.01,-0.122,-0.43672841248102745,0.31313131313131315,-0.38562938094829746,0.3434343434343434,-1.216039306204479,0.09595959595959595,0.006536167547798859,0.8686868686868687,-2.3970744797323817,0.010101010101010102,-0.8099330080025509,183,Ecological loss signal
170.0,Jayanagar East,30846.0,1.01,1.033,36.11,36.03,39.89,-1.23,2.55,0.0,0.208,0.192,55.8,-0.352,0.0,0.065,4.9,32.91,32.66,39.4,-2.27,4.22,0.1,0.252,0.247,24.2,-0.326,0.0,0.008,3.3,38.62,38.63,41.02,0.09,2.49,0.0,0.285,0.261,25.2,-0.311,0.0,-0.026,26.3,0.0,2.6,5.97,0.077,0.033,0.0,0.0,-0.091,-0.077,-0.0,87,48,95,27,100,0.309,62,High,88.0,False,False,False,ok,5.97,0.09,-0.033,-0.0,-0.034,1.456738395993762,0.9217171717171717,0.17528608224922612,0.5656565656565656,0.02338537127316308,0.5227272727272727,-0.0,0.5606060606060606,0.19117771924245988,0.5858585858585859,0.5054324673889754,37,Lower relative stress
171.0,Gurappanapalya,35828.0,0.68,0.681,35.84,35.8,38.59,-1.5,1.25,0.0,0.198,0.172,64.9,-0.358,0.0,0.071,5.2,34.08,34.1,38.1,-1.09,2.92,0.0,0.208,0.191,56.6,-0.325,0.0,0.04,3.7,39.56,39.69,41.1,1.03,2.58,0.0,0.178,0.159,78.1,-0.272,0.0,0.04,26.0,0.0,3.89,5.59,-0.02,-0.03,0.0,0.0,-0.031,0.02,-0.0,31,5,6,27,14,1.363,5,Severe,87.0,True,False,False,small-ward,5.59,1.03,0.03,-0.0,0.0,1.233977594996728,0.8787878787878788,1.1168227526164978,0.8484848484848485,1.4966637614824359,0.9318181818181818,-0.0,0.5606060606060606,1.191184250664558,0.9419191919191919,1.071568218918489,5,Extreme combined stress
183.0,Chikkalsandra,24677.0,1.09,1.084,36.48,36.63,40.55,-0.85,3.21,0.0,0.269,0.234,28.4,-0.424,0.0,0.069,5.7,35.98,36.46,43.33,0.81,8.15,6.8,0.27,0.249,9.8,-0.364,0.0,0.019,4.2,38.6,38.71,40.48,0.07,1.95,0.0,0.237,0.207,45.9,-0.29,0.0,-0.001,27.0,0.0,2.08,2.25,-0.032,-0.033,0.0,0.0,-0.07,0.032,-0.0,89,83,5,27,62,0.711,29,Severe,91.0,False,False,False,ok,2.25,0.07,0.033,-0.0,-0.02,-0.7239726032403611,0.2222222222222222,0.15525338713502884,0.5555555555555556,1.5668198753019251,0.946969696969697,-0.0,0.5606060606060606,0.6029451145339121,0.7752525252525253,0.2176646386953693,70,Ecological loss signal
197.0,Vasanthpura,24522.0,5.34,5.314,38.76,39.09,43.27,1.42,5.93,6.9,0.23,0.211,40.8,-0.443,0.58,0.115,5.6,36.23,36.24,43.39,1.05,8.22,16.2,0.269,0.253,13.5,-0.424,0.24,0.076,4.6,38.98,38.96,46.96,0.45,8.44,1.3,0.311,0.298,17.4,-0.349,0.2,-0.015,26.4,0.011,-0.13,2.72,0.081,0.042,-0.38,-0.04,-0.13,-0.081,0.38,62,174,107,14,166,-0.288,134,Moderate,89.0,False,False,False,ok,2.72,0.45,-0.042,0.04,-0.091,-0.44845266516508187,0.30808080808080807,0.535874594304777,0.6893939393939394,-0.18708297018530448,0.4090909090909091,0.026144670191195436,0.8838383838383839,-1.4853038187298808,0.09090909090909091,-0.28365134700643285,138,Ecological loss signal
177.0,J P Nagar,28508.0,1.79,1.801,36.06,35.99,39.89,-1.28,2.55,0.0,0.223,0.208,44.7,-0.357,0.0,0.052,5.3,32.49,32.45,36.94,-2.68,1.77,0.0,0.281,0.271,10.7,-0.332,0.0,-0.01,3.1,37.95,37.85,40.89,-0.58,2.36,0.0,0.301,0.278,20.5,-0.314,0.0,-0.04,26.1,0.0,1.86,5.4,0.078,0.02,0.0,0.0,-0.092,-0.078,-0.0,143,95,99,27,103,-0.056,105,Moderate,88.0,False,False,False,ok,5.4,-0.58,-0.02,-0.0,-0.03,1.1225971944982114,0.8585858585858586,-0.49580920407638246,0.2828282828282828,0.3273951978242829,0.6237373737373737,-0.0,0.5606060606060606,0.3088255464685892,0.648989898989899,0.34942018906933187,54,Lower relative stress
172.0,Madivala,35155.0,1.16,1.164,36.55,36.52,39.33,-0.79,1.99,0.0,0.217,0.195,52.7,-0.378,0.0,0.074,5.7,35.74,35.99,39.2,0.56,4.03,0.2,0.246,0.232,27.2,-0.343,0.0,0.022,4.2,38.99,39.11,41.29,0.47,2.76,0.0,0.223,0.194,53.5,-0.288,0.0,0.012,27.6,0.0,2.59,3.12,0.006,-0.023,0.0,0.0,-0.062,-0.006,-0.0,61,50,14,27,50,0.755,25,Severe,93.0,False,False,False,ok,3.12,0.47,0.023,-0.0,-0.009999999999999998,-0.2139676114839934,0.4116161616161616,0.5559072894189742,0.696969696969697,1.3329661625702947,0.9040404040404041,-0.0,0.5606060606060606,0.8970646825992351,0.8813131313131313,0.448144109342541,46,Ecological loss signal
26.0,Ramamurthy Nagar,21999.0,7.87,7.738,38.82,38.87,44.15,1.48,6.81,7.4,0.206,0.186,58.5,-0.432,0.0,0.122,5.3,37.3,37.56,46.14,2.13,10.96,31.5,0.297,0.281,5.2,-0.414,0.0,0.043,4.7,39.87,39.75,46.08,1.35,7.56,4.1,0.258,0.242,29.3,-0.342,0.02,0.018,28.2,0.002,0.88,2.19,0.052,-0.039,0.02,0.02,-0.104,-0.052,-0.02,19,141,59,149,129,0.299,65,High,95.0,False,False,False,ok,2.19,1.35,0.039,-0.02,-0.024999999999999998,-0.7591453612925243,0.1994949494949495,1.4373458744436542,0.9116161616161617,1.7071321029409037,0.9621212121212122,-0.013072335095597718,0.255050505050505,0.4558853305012507,0.7222222222222222,0.4675739364000023,43,Heat + vegetation loss
25.0,Horamavu,28167.0,17.32,17.715,38.64,38.79,47.68,1.3,10.34,6.0,0.208,0.188,57.6,-0.431,0.0,0.117,5.5,36.46,36.74,45.11,1.28,9.93,18.2,0.285,0.268,8.3,-0.414,0.0,0.057,4.8,38.69,38.95,44.51,0.16,5.99,0.6,0.302,0.283,18.3,-0.34,3.23,-0.02,27.8,0.572,0.16,2.21,0.094,0.017,3.23,3.23,-0.137,-0.094,-3.23,80,167,126,194,170,-0.771,177,Low,93.0,False,False,False,ok,2.21,0.16,-0.017,-3.23,-0.077,-0.7474211086084699,0.20707070707070707,0.24540051514891656,0.5934343434343434,0.39755131164377205,0.6691919191919192,-2.1111821179390313,0.03535353535353535,-1.0735364234384288,0.18686868686868688,-0.5733437484306222,165,Lower relative stress
86.0,Marathahalli,22489.0,3.1,3.139,33.05,33.72,40.68,-4.29,3.34,0.0,0.392,0.355,29.5,-0.359,0.86,-0.091,5.8,33.91,35.08,41.64,-1.27,6.47,4.2,0.425,0.422,1.5,-0.352,0.0,-0.118,3.9,38.61,38.7,42.85,0.08,4.33,0.0,0.296,0.27,26.0,-0.343,0.09,-0.012,27.0,0.003,4.98,3.62,-0.096,-0.129,-0.77,0.09,0.079,0.096,0.77,88,1,2,11,1,1.877,1,Severe,91.0,False,False,False,ok,3.62,0.08,0.129,-0.09,0.106,0.07913870561736726,0.5353535353535354,0.16526973469212747,0.5606060606060606,3.0,0.9949494949494949,-0.05882550793018973,0.21212121212121213,3.0,1.0,1.0979717324341074,4,Ecological loss signal
198.0,Hemmigepura,24311.0,28.59,28.476,37.87,38.69,43.75,0.53,6.41,9.7,0.289,0.25,21.2,-0.471,0.14,0.093,5.6,36.44,36.83,46.25,1.27,11.07,20.1,0.325,0.295,4.4,-0.465,0.1,0.066,4.0,39.36,39.51,45.92,0.84,7.4,6.8,0.391,0.386,4.9,-0.437,0.56,-0.006,25.9,0.159,0.82,2.68,0.102,0.066,0.42,0.46,-0.099,-0.102,-0.42,37,143,143,171,120,-0.14,114,Moderate,87.0,False,False,False,ok,2.68,0.84,-0.066,-0.46,-0.07200000000000001,-0.47190117053319075,0.29292929292929293,0.9265121490316237,0.8181818181818182,-0.7483318807412179,0.19696969696969696,-0.3006637071987475,0.11616161616161616,-0.9264766394057675,0.21717171717171718,-0.2900053494925533,139,Lower relative stress
